Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,season,is_playoff
123,T.J. McConnell,PG,31,IND,17,348,20.0,0.522,0.141,0.081,3.8,13.6,8.8,37.3,2.2,0.5,9.9,27.6,,0.6,0.2,0.8,0.104,,2.2,-0.5,1.7,0.3,2024,True
124,Jaden McDaniels,SF,23,MIN,16,537,13.1,0.627,0.4,0.25,6.2,7.3,6.7,5.0,1.4,3.2,9.9,14.6,,0.8,0.5,1.4,0.121,,-0.4,2.0,1.6,0.5,2024,True
125,Doug McDermott,SF,32,IND,10,64,8.6,0.591,0.727,0.0,3.8,1.8,2.8,13.0,0.0,2.9,8.3,8.5,,0.1,0.0,0.1,0.063,,0.1,0.3,0.5,0.0,2024,True
126,Jordan McLaughlin,PG,27,MIN,6,30,-5.8,0.202,0.556,0.222,0.0,15.8,7.9,9.0,0.0,0.0,16.8,18.0,,-0.2,0.0,-0.2,-0.254,,-12.6,-3.7,-16.3,-0.1,2024,True
127,De'Anthony Melton,SG,25,PHI,1,7,-7.3,0.0,1.0,0.0,0.0,15.5,8.0,18.9,0.0,0.0,0.0,13.2,,0.0,0.0,0.0,-0.234,,-12.2,-1.7,-13.9,0.0,2024,True
128,Sam Merrill,SG,27,CLE,10,125,8.0,0.544,0.931,0.103,1.9,9.1,5.5,10.3,0.0,0.0,0.0,11.3,,0.1,0.1,0.2,0.079,,-1.2,-1.5,-2.6,0.0,2024,True
129,Khris Middleton,SF,32,MIL,6,230,20.4,0.582,0.272,0.263,5.9,21.0,13.5,20.4,0.7,0.4,9.9,28.2,,0.5,0.1,0.6,0.123,,1.1,-0.6,0.5,0.1,2024,True
130,Leonard Miller,SF,20,MIN,3,7,5.6,0.0,1.0,0.0,17.0,50.7,33.9,0.0,0.0,0.0,0.0,6.5,,0.0,0.0,0.0,-0.002,,-5.4,-3.9,-9.3,0.0,2024,True
131,Patty Mills,PG,35,MIA,3,52,7.7,0.48,0.647,0.235,2.2,0.0,1.1,9.2,1.0,0.0,5.1,18.6,,0.0,0.0,0.0,-0.036,,-2.3,0.2,-2.1,0.0,2024,True
132,Shake Milton,SG,27,NYK,4,22,3.9,0.289,0.333,1.0,0.0,5.6,2.7,11.1,2.4,0.0,0.0,17.3,,0.0,0.0,0.0,-0.082,,-6.1,-0.8,-6.8,0.0,2024,True
133,Josh Minott,SF,21,MIN,5,18,7.2,0.333,0.556,0.0,6.6,26.3,16.5,23.9,0.0,0.0,0.0,22.8,,0.0,0.0,0.0,-0.005,,-1.6,-0.7,-2.3,0.0,2024,True
134,Donovan Mitchell,SG,27,CLE,10,382,22.2,0.584,0.364,0.289,1.8,14.3,8.1,24.6,1.8,0.8,9.9,34.3,,0.5,0.4,1.0,0.12,,5.8,1.4,7.2,0.9,2024,True
135,Evan Mobley,PF,22,CLE,12,422,18.9,0.593,0.123,0.247,8.3,21.8,15.1,11.3,1.2,6.2,12.0,20.3,,0.5,0.7,1.2,0.136,,1.2,2.1,3.3,0.6,2024,True
136,Wendell Moore Jr.,SG,22,MIN,6,18,9.3,0.5,0.571,0.0,0.0,13.1,6.6,17.3,2.9,0.0,12.5,20.2,,0.0,0.0,0.0,0.031,,-5.6,4.2,-1.4,0.0,2024,True
137,Marcus Morris,PF,34,CLE,9,138,11.7,0.558,0.479,0.063,1.7,19.0,10.4,3.5,1.5,0.0,5.7,17.7,,0.0,0.2,0.2,0.064,,-0.2,0.1,-0.1,0.1,2024,True
138,Markieff Morris,PF,34,DAL,1,12,-4.2,0.3,0.6,0.0,0.0,37.9,19.1,0.0,0.0,0.0,16.7,22.7,,-0.1,0.0,-0.1,-0.217,,-11.6,-1.4,-12.9,0.0,2024,True
139,Monte Morris,PG,28,MIN,9,67,6.6,0.34,0.467,0.067,1.8,8.8,5.3,20.0,1.6,1.4,0.0,21.0,,-0.1,0.1,0.0,-0.027,,-6.0,0.4,-5.7,-0.1,2024,True
140,Trey Murphy III,SF,23,NOP,4,168,7.7,0.479,0.625,0.0,1.8,16.1,8.4,9.1,1.5,3.6,14.3,14.6,,-0.2,0.2,0.0,0.008,,-1.9,1.5,-0.4,0.1,2024,True
141,Jamal Murray,PG,26,DEN,12,462,12.2,0.474,0.293,0.104,2.2,10.9,6.4,24.4,1.1,1.2,10.6,29.0,,-0.5,0.4,-0.1,-0.012,,0.2,-1.7,-1.4,0.1,2024,True
142,Svi Mykhailiuk,SF,26,BOS,8,32,-0.2,0.333,0.75,0.0,3.7,14.6,9.2,4.3,1.6,0.0,14.3,20.3,,-0.1,0.0,-0.1,-0.125,,-7.9,-1.6,-9.5,-0.1,2024,True
143,Larry Nance Jr.,C,31,NOP,4,84,15.9,0.636,0.235,0.353,18.0,25.2,21.3,14.4,1.2,0.0,26.3,13.9,,0.1,0.1,0.2,0.097,,0.4,1.3,1.7,0.1,2024,True
144,Andrew Nembhard,PG,24,IND,17,554,16.6,0.654,0.33,0.143,3.0,8.7,5.9,23.0,0.6,0.7,10.6,17.7,,1.6,0.0,1.6,0.135,,1.5,-0.3,1.2,0.5,2024,True
145,Aaron Nesmith,SF,24,IND,17,559,9.6,0.566,0.56,0.262,4.1,13.4,8.8,8.1,1.0,1.5,12.8,14.6,,0.4,0.2,0.6,0.049,,-2.6,-0.6,-3.2,-0.2,2024,True
146,Georges Niang,PF,30,CLE,10,121,-1.1,0.314,0.561,0.195,2.9,8.5,5.7,4.7,1.7,1.7,13.6,19.8,,-0.5,0.1,-0.4,-0.164,,-9.3,-1.4,-10.8,-0.3,2024,True
147,Zeke Nnaji,PF,23,DEN,3,14,9.9,0.644,0.0,0.667,15.8,0.0,8.1,0.0,0.0,6.7,34.0,19.3,,0.0,0.0,0.0,-0.029,,-4.0,-1.2,-5.2,0.0,2024,True
148,Jusuf NurkiÄ,C,29,PHO,4,104,16.7,0.503,0.077,0.423,15.1,23.7,19.3,17.4,3.0,5.3,16.3,16.6,,0.1,0.1,0.1,0.056,,0.1,1.7,1.7,0.1,2024,True
149,Royce O'Neale,SF,30,PHO,4,104,5.1,0.455,0.818,0.0,5.8,16.6,11.1,5.8,0.5,0.0,8.3,10.8,,0.0,-0.1,-0.1,-0.047,,-2.3,-3.2,-5.5,-0.1,2024,True
150,Chuma Okeke,SF,25,ORL,2,10,23.9,0.872,0.667,0.333,0.0,0.0,0.0,18.7,0.0,0.0,0.0,15.1,,0.1,0.0,0.1,0.362,,9.3,4.1,13.4,0.0,2024,True
151,Josh Okogie,SG,25,PHO,4,29,12.5,0.601,0.333,0.667,0.0,17.0,8.4,12.3,3.5,0.0,14.7,22.1,,0.0,0.0,0.0,0.006,,-4.6,1.1,-3.6,0.0,2024,True
152,Isaac Okoro,SF,23,CLE,12,263,5.4,0.446,0.5,0.129,2.2,6.9,4.6,7.2,2.2,1.5,12.9,15.0,,-0.4,0.3,-0.1,-0.02,,-5.0,0.8,-4.2,-0.1,2024,True
153,Kelly Oubre Jr.,SF,28,PHI,6,224,12.5,0.574,0.359,0.172,4.7,7.3,6.0,7.2,2.6,2.7,10.4,15.8,,0.2,0.2,0.3,0.071,,-0.6,1.5,0.8,0.2,2024,True
154,Cameron Payne,PG,29,PHI,5,61,12.7,0.56,0.72,0.0,0.0,10.7,5.5,19.3,0.9,5.6,10.7,21.1,,0.0,0.0,0.1,0.059,,0.7,0.9,1.6,0.1,2024,True
155,Jalen Pickett,SG,24,DEN,3,11,17.0,0.667,0.333,0.0,0.0,10.6,5.2,14.5,0.0,8.5,0.0,12.5,,0.0,0.0,0.0,0.173,,2.9,4.3,7.2,0.0,2024,True
156,Mason Plumlee,C,33,LAC,6,66,12.1,0.441,0.0,0.444,12.3,22.1,17.2,9.5,2.4,3.1,8.5,16.3,,0.0,0.1,0.1,0.07,,-3.7,1.3,-2.4,0.0,2024,True
157,Michael Porter Jr.,SF,25,DEN,12,443,13.1,0.6,0.555,0.178,2.0,19.6,10.5,4.5,1.3,2.1,10.3,18.2,,0.2,0.5,0.8,0.081,,0.3,0.3,0.6,0.3,2024,True
158,Bobby Portis,PF,28,MIL,6,187,16.3,0.512,0.132,0.143,9.7,31.2,20.5,5.3,0.8,0.5,8.5,26.0,,0.0,0.1,0.1,0.032,,-1.6,-1.9,-3.4,-0.1,2024,True
159,Kristaps PorziÅÄ£is,C,28,BOS,7,165,19.6,0.617,0.483,0.367,2.9,19.1,11.0,7.5,1.6,6.1,6.7,21.0,,0.4,0.3,0.7,0.204,,2.0,2.5,4.6,0.3,2024,True
160,Dwight Powell,C,32,DAL,13,44,5.1,0.532,0.0,2.0,7.9,23.3,15.6,8.7,1.2,0.0,34.7,8.9,,0.0,0.1,0.0,0.049,,-7.0,1.0,-6.0,0.0,2024,True
161,Norman Powell,SG,30,LAC,6,179,9.1,0.57,0.475,0.246,1.9,8.8,5.4,1.9,0.9,0.0,9.4,19.0,,0.1,0.0,0.1,0.029,,-1.6,-1.0,-2.6,0.0,2024,True
162,Taurean Prince,PF,29,LAL,5,111,9.5,0.569,0.586,0.276,1.0,10.7,6.0,3.6,0.5,1.5,3.0,14.0,,0.1,0.1,0.2,0.07,,-2.0,0.6,-1.5,0.0,2024,True
163,Payton Pritchard,PG,26,BOS,19,355,10.9,0.553,0.571,0.114,4.7,7.5,6.1,16.3,0.6,0.0,11.3,16.3,,0.4,0.3,0.8,0.103,,-0.5,-1.0,-1.5,0.0,2024,True
164,Olivier-Maxence Prosper,PF,21,DAL,3,9,-1.1,0.0,0.0,0.0,0.0,37.9,19.1,13.7,0.0,0.0,0.0,10.1,,0.0,0.0,0.0,-0.121,,-7.5,0.9,-6.6,0.0,2024,True
165,Neemias Queta,C,24,BOS,3,13,17.4,0.667,0.0,0.0,9.1,17.9,13.5,0.0,0.0,7.1,0.0,10.7,,0.0,0.0,0.1,0.189,,1.0,-0.5,0.5,0.0,2024,True
166,Austin Reaves,SG,25,LAL,5,174,18.0,0.589,0.413,0.302,3.3,8.7,6.1,14.9,2.0,1.5,5.3,20.0,,0.4,0.2,0.5,0.144,,2.2,1.6,3.8,0.3,2024,True
167,Paul Reed,C,24,PHI,6,43,13.2,0.455,0.0,0.222,24.5,17.7,21.0,7.0,1.2,5.9,23.3,13.8,,0.0,0.0,0.1,0.067,,-3.3,-1.1,-4.3,0.0,2024,True
168,Naz Reid,PF,24,MIN,16,361,14.4,0.569,0.486,0.218,3.0,16.4,9.7,7.1,1.2,3.2,8.3,21.4,,0.3,0.4,0.7,0.095,,-0.2,1.0,0.8,0.3,2024,True
169,Duncan Robinson,SF,29,MIA,5,60,1.7,0.406,0.813,0.0,0.0,10.1,4.9,15.2,1.8,0.0,23.8,17.1,,-0.2,0.0,-0.2,-0.141,,-8.4,-1.3,-9.7,-0.1,2024,True
170,Mitchell Robinson,C,25,NYK,6,115,15.5,0.485,0.0,0.571,22.5,19.1,20.9,3.4,2.7,5.6,14.6,7.9,,0.2,0.1,0.3,0.118,,-1.6,1.6,0.0,0.1,2024,True
171,Orlando Robinson,C,23,MIA,1,2,2.3,0.0,1.0,0.0,0.0,60.6,29.3,67.4,0.0,0.0,0.0,24.5,,0.0,0.0,0.0,-0.362,,-3.8,5.8,2.0,0.0,2024,True
172,Jeremiah Robinson-Earl,PF,23,NOP,1,5,14.0,0.347,0.0,1.0,20.1,0.0,10.8,40.2,0.0,0.0,0.0,25.2,,0.0,0.0,0.0,-0.066,,4.4,-4.5,-0.1,0.0,2024,True
173,David Roddy,PF,22,PHO,2,3,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.073,,-2.8,-1.2,-4.0,0.0,2024,True
174,D'Angelo Russell,PG,27,LAL,5,185,8.8,0.481,0.603,0.027,0.6,7.6,4.2,15.9,1.1,0.5,10.9,20.7,,-0.2,0.1,-0.1,-0.028,,-1.7,-1.6,-3.3,-0.1,2024,True
175,Matt Ryan,SF,26,NOP,1,3,-9.1,0.0,1.0,0.0,0.0,39.3,18.1,0.0,17.0,0.0,50.0,29.2,,-0.1,0.0,0.0,-0.575,,-23.8,10.5,-13.3,0.0,2024,True
176,Ben Sheppard,SG,22,IND,17,335,8.3,0.587,0.704,0.127,3.6,14.1,8.9,6.1,1.2,0.3,12.8,11.6,,0.2,0.1,0.3,0.042,,-2.5,0.0,-2.5,0.0,2024,True
177,Pascal Siakam,PF,29,IND,17,603,20.7,0.578,0.162,0.217,8.4,16.4,12.5,16.1,1.1,1.1,5.6,25.2,,1.5,0.2,1.8,0.14,,3.1,-0.8,2.3,0.7,2024,True
178,Jericho Sims,C,25,NYK,5,27,23.0,0.931,0.0,2.0,12.5,22.6,17.4,5.0,3.9,3.4,0.0,6.1,,0.1,0.0,0.1,0.258,,2.5,4.3,6.7,0.1,2024,True
179,Jalen Smith,C,23,IND,7,42,12.5,0.564,0.5,1.0,20.0,19.2,19.6,5.6,2.4,2.2,25.8,16.7,,0.0,0.0,0.1,0.072,,-3.4,-1.0,-4.4,0.0,2024,True
180,Jaden Springer,SG,21,BOS,4,22,4.9,0.667,0.0,0.0,0.0,15.9,8.0,6.3,0.0,4.2,40.0,10.6,,0.0,0.0,0.0,-0.006,,-5.3,1.4,-3.9,0.0,2024,True
181,Julian Strawther,SF,21,DEN,3,16,4.3,0.451,0.667,0.667,0.0,14.6,7.1,0.0,3.2,0.0,11.4,25.1,,0.0,0.0,0.0,-0.077,,-7.1,0.9,-6.2,0.0,2024,True
182,Max Strus,SF,27,CLE,12,434,8.1,0.542,0.699,0.049,2.1,14.7,8.5,11.8,1.1,0.0,12.5,12.9,,0.0,0.4,0.5,0.051,,-2.5,0.6,-1.9,0.0,2024,True
183,Jalen Suggs,SG,22,ORL,7,232,12.6,0.541,0.585,0.366,5.1,12.6,8.6,16.7,2.0,1.2,17.4,21.8,,0.0,0.5,0.5,0.104,,-0.3,1.8,1.5,0.2,2024,True
184,Jayson Tatum,PF,25,BOS,19,768,20.1,0.549,0.371,0.368,2.6,25.3,14.1,25.5,1.4,1.6,10.4,29.2,,1.3,1.3,2.7,0.167,,2.3,1.4,3.7,1.1,2024,True
185,Daniel Theis,C,31,LAC,1,4,35.8,1.5,1.0,0.0,0.0,28.0,14.2,0.0,0.0,0.0,0.0,11.4,,0.0,0.0,0.0,0.267,,17.6,3.4,21.0,0.0,2024,True
186,Isaiah Thomas,PG,34,PHO,1,4,-33.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,35.2,,-0.1,0.0,-0.1,-1.032,,-27.1,-16.6,-43.7,0.0,2024,True
187,Tristan Thompson,C,32,CLE,10,87,12.5,0.444,0.0,0.125,13.4,13.1,13.2,16.4,0.6,5.8,10.6,10.1,,0.1,0.1,0.2,0.106,,-1.4,1.9,0.5,0.1,2024,True
188,Xavier Tillman Sr.,PF,25,BOS,8,69,11.2,0.711,0.125,0.125,6.9,16.9,11.9,5.9,2.3,4.0,26.2,7.7,,0.1,0.1,0.2,0.138,,-2.6,3.2,0.6,0.0,2024,True
189,Obi Toppin,PF,25,IND,17,343,18.5,0.634,0.415,0.185,3.5,21.8,12.8,11.9,0.9,1.6,8.8,21.1,,0.7,0.2,0.9,0.125,,2.7,0.0,2.6,0.4,2024,True
190,Karl-Anthony Towns,PF,28,MIN,16,522,19.2,0.581,0.358,0.297,8.0,24.7,16.3,13.4,1.2,0.5,9.3,25.2,,1.1,0.6,1.7,0.155,,2.2,0.6,2.8,0.6,2024,True
191,P.J. Tucker,PF,38,LAC,2,31,8.3,0.917,0.667,0.0,11.2,0.0,5.5,0.0,0.0,0.0,33.3,13.2,,0.0,0.0,0.0,0.019,,-1.9,-1.7,-3.6,0.0,2024,True
192,Myles Turner,C,27,IND,17,550,17.5,0.637,0.42,0.244,5.7,18.2,12.1,9.0,0.7,4.2,12.7,21.4,,0.9,0.3,1.2,0.104,,1.8,0.0,1.8,0.5,2024,True
193,Hunter Tyson,PF,23,DEN,3,14,-6.8,0.102,0.75,0.5,7.9,16.7,12.2,8.8,0.0,0.0,17.0,19.3,,-0.1,0.0,-0.1,-0.315,,-11.0,-5.5,-16.5,-0.1,2024,True
194,Jonas ValanÄiÅ«nas,C,31,NOP,4,90,23.6,0.586,0.024,0.405,20.1,34.0,26.5,12.3,1.1,0.0,16.8,29.0,,0.1,0.1,0.2,0.107,,3.4,-0.2,3.2,0.1,2024,True
195,Gabe Vincent,PG,27,LAL,5,69,-0.4,0.292,0.583,0.0,1.6,11.0,6.4,5.3,1.5,0.0,20.0,10.0,,-0.2,0.1,-0.1,-0.085,,-9.6,1.3,-8.3,-0.1,2024,True
196,Dean Wade,PF,27,CLE,3,63,5.3,0.423,0.769,0.0,1.8,9.0,5.5,11.1,0.8,3.2,13.3,11.1,,-0.1,0.1,0.0,-0.003,,-3.9,0.9,-3.1,0.0,2024,True
197,Franz Wagner,SF,22,ORL,7,259,17.7,0.539,0.33,0.427,4.1,17.1,10.3,20.9,1.0,3.3,6.9,22.2,,0.5,0.6,1.1,0.203,,2.3,2.6,4.9,0.5,2024,True
198,Moritz Wagner,C,26,ORL,7,105,12.4,0.506,0.25,0.472,11.2,22.2,16.5,3.3,2.9,2.7,15.5,21.5,,-0.1,0.3,0.2,0.102,,-4.0,1.5,-2.5,0.0,2024,True
199,Jarace Walker,PF,20,IND,9,31,0.6,0.353,0.3,0.3,3.9,11.1,7.6,15.6,3.3,3.0,34.6,25.3,,-0.2,0.0,-0.2,-0.262,,-10.1,-0.8,-10.9,-0.1,2024,True
200,Cason Wallace,SG,20,OKC,10,198,7.6,0.501,0.683,0.049,4.1,3.2,3.6,6.8,2.3,1.0,8.7,10.6,,0.0,0.3,0.3,0.082,,-2.9,1.5,-1.4,0.0,2024,True
201,Jordan Walsh,SF,19,BOS,3,11,2.2,0.333,0.333,0.0,0.0,21.2,10.7,0.0,0.0,0.0,0.0,12.7,,0.0,0.0,0.0,-0.046,,-6.0,-2.6,-8.6,0.0,2024,True
202,T.J. Warren,SF,30,MIN,3,11,4.1,0.0,0.5,0.0,21.6,10.8,16.2,11.3,0.0,0.0,0.0,8.3,,0.0,0.0,0.0,-0.033,,-2.0,-2.7,-4.6,0.0,2024,True
203,P.J. Washington,PF,25,DAL,22,785,11.3,0.554,0.577,0.235,4.9,16.2,10.6,5.8,1.1,2.1,11.0,16.8,,0.4,0.9,1.3,0.081,,-0.9,0.9,0.1,0.4,2024,True
204,Lindy Waters III,SG,26,OKC,3,9,-3.0,0.0,1.0,0.0,0.0,11.9,6.1,0.0,0.0,0.0,0.0,5.1,,0.0,0.0,0.0,-0.067,,-9.2,-2.8,-12.0,0.0,2024,True
205,Peyton Watson,SF,21,DEN,10,90,3.1,0.338,0.5,0.25,2.5,16.9,9.5,6.0,0.0,6.2,10.1,15.1,,-0.2,0.1,-0.1,-0.065,,-6.5,-0.1,-6.6,-0.1,2024,True
206,Russell Westbrook,PG,35,LAC,6,114,5.2,0.341,0.34,0.26,6.1,18.7,12.5,13.9,3.2,2.7,15.2,26.3,,-0.5,0.1,-0.3,-0.146,,-5.8,0.2,-5.7,-0.1,2024,True
207,Derrick White,SG,29,BOS,19,676,18.3,0.617,0.668,0.158,3.3,10.7,7.0,17.4,1.4,3.1,5.8,18.8,,1.9,1.0,2.9,0.205,,3.6,1.7,5.3,1.3,2024,True
208,Aaron Wiggins,SG,25,OKC,10,157,14.9,0.598,0.426,0.234,6.6,15.6,11.3,9.4,1.9,1.8,14.8,17.7,,0.1,0.3,0.5,0.139,,0.1,2.1,2.2,0.2,2024,True
209,Jalen Williams,PF,22,OKC,10,377,17.8,0.544,0.244,0.169,4.0,15.6,10.0,23.0,2.3,1.3,10.0,23.1,,0.4,0.8,1.2,0.152,,1.4,2.3,3.8,0.6,2024,True
210,Jaylin Williams,C,21,OKC,10,127,16.5,0.633,0.667,0.121,3.6,23.5,13.9,17.0,1.6,2.2,7.9,13.6,,0.3,0.3,0.6,0.214,,2.4,4.1,6.5,0.3,2024,True
211,Kenrich Williams,PF,29,OKC,7,32,4.6,0.25,0.625,0.0,3.6,23.3,13.8,12.4,1.6,0.0,0.0,11.4,,-0.1,0.1,0.0,0.023,,-6.5,1.8,-4.7,0.0,2024,True
212,Delon Wright,PG,31,MIA,4,107,15.5,0.766,0.5,0.1,2.1,11.3,6.6,10.4,2.0,1.1,0.0,9.6,,0.3,0.1,0.4,0.158,,0.1,3.8,3.9,0.2,2024,True
213,Thaddeus Young,PF,35,PHO,1,4,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.073,,-3.2,-3.1,-6.3,0.0,2024,True
214,Ivica Zubac,C,26,LAC,6,192,19.6,0.615,0.0,0.286,10.8,22.2,16.6,6.0,1.4,1.6,9.2,20.6,,0.4,0.2,0.6,0.141,,1.2,0.3,1.4,0.2,2024,True
